customer_id,signup_date,channel,tier,signup_month
29267,2024-03-14,Email,Bronze,2024-03
29268,2024-04-01,Organic,Silver,2024-04
29269,2023-05-19,Paid Social,Bronze,2023-05
29270,2023-08-19,Organic,Bronze,2023-08
29271,2024-10-23,Organic,Bronze,2024-10
29272,2024-01-11,Organic,Silver,2024-01
29273,2023-07-28,Paid Social,Bronze,2023-07
29274,2023-08-07,Paid Social,Bronze,2023-08
29275,2024-03-31,Paid Search,Bronze,2024-03
29276,2023-08-06,Paid Social,Bronze,2023-08
29277,2023-07-30,Paid Social,Silver,2023-07
29278,2024-01-28,Paid Social,Gold,2024-01
29279,2023-08-18,Paid Search,Bronze,2023-08
29280,2024-02-05,Paid Social,Bronze,2024-02
29281,2024-02-18,Email,Silver,2024-02
29282,2023-06-06,Paid Social,Bronze,2023-06
29283,2024-02-22,Organic,Bronze,2024-02
29284,2023-05-18,Organic,Bronze,2023-05
29285,2023-03-14,Paid Social,Bronze,2023-03
29286,2023-08-28,Email,Bronze,2023-08
29287,2023-01-26,Paid Social,Gold,2023-01
29288,2023-08-18,Email,Silver,2023-08
29289,2024-03-28,Paid Search,Bronze,2024-03
29290,2023-07-19,Organic,Bronze,2023-07
29291,2024-04-18,Paid Social,Bronze,2024-04
29292,2024-04-07,Paid Social,Bronze,2024-04
29293,2023-08-10,Paid Search,Silver,2023-08
29294,2023-04-13,Organic,Silver,2023-04
29295,2023-07-09,Paid Search,Bronze,2023-07
29296,2023-06-10,Organic,Gold,2023-06
29297,2023-03-03,Paid Search,Bronze,2023-03
29298,2023-05-01,Referral,Silver,2023-05
29299,2023-12-20,Paid Search,Bronze,2023-12
29300,2023-10-07,Email,Silver,2023-10
29301,2023-07-02,Paid Social,Silver,2023-07
29302,2023-08-10,Organic,Silver,2023-08
29303,2024-01-10,Paid Social,Bronze,2024-01
29304,2023-06-08,Paid Social,Silver,2023-06
29305,2023-06-03,Paid Search,Gold,2023-06
29306,2024-01-13,Paid Social,Bronze,2024-01
29307,2023-11-19,Paid Social,Bronze,2023-11
29308,2023-10-08,Referral,Bronze,2023-10
29309,2024-03-04,Paid Search,Silver,2024-03
29310,2023-06-11,Organic,Gold,2023-06
29311,2023-08-27,Paid Search,Bronze,2023-08
29312,2023-02-02,Paid Social,Silver,2023-02
29313,2024-04-28,Paid Social,Bronze,2024-04
29314,2024-01-22,Paid Search,Bronze,2024-01
29315,2023-11-12,Paid Social,Bronze,2023-11
29316,2023-12-27,Organic,Gold,2023-12
29317,2024-03-31,Paid Social,Bronze,2024-03
29318,2023-11-11,Paid Social,Gold,2023-11
29319,2023-07-30,Paid Social,Bronze,2023-07
29320,2023-10-09,Paid Social,Bronze,2023-10
29321,2023-12-07,Paid Social,Bronze,2023-12
29322,2023-08-28,Organic,Gold,2023-08
29323,2023-06-02,Paid Social,Bronze,2023-06
29324,2023-11-13,Organic,Bronze,2023-11
29325,2023-09-19,Paid Social,Silver,2023-09
29326,2023-04-10,Paid Social,Bronze,2023-04
29327,2024-05-17,Referral,Bronze,2024-05
29328,2023-08-06,Email,Silver,2023-08
29329,2023-02-26,Paid Social,Silver,2023-02
29330,2023-06-29,Organic,Bronze,2023-06
29331,2024-08-06,Paid Social,Bronze,2024-08
29332,2023-10-23,Email,Bronze,2023-10
29333,2023-08-27,Email,Bronze,2023-08
29334,2024-03-24,Organic,Bronze,2024-03
29335,2024-04-20,Email,Gold,2024-04
29336,2024-09-23,Organic,Bronze,2024-09
29337,2023-05-20,Organic,Bronze,2023-05
29338,2024-03-19,Paid Social,Bronze,2024-03
29339,2023-12-12,Email,Bronze,2023-12
29340,2023-03-17,Email,Silver,2023-03
29341,2023-08-26,Organic,Bronze,2023-08
29342,2023-03-05,Referral,Bronze,2023-03
29343,2024-02-23,Organic,Bronze,2024-02
29344,2023-05-17,Paid Search,Bronze,2023-05
29345,2023-10-03,Paid Search,Bronze,2023-10
29346,2024-02-05,Email,Bronze,2024-02
29347,2023-10-03,Paid Search,Bronze,2023-10
29348,2024-02-14,Organic,Bronze,2024-02
29349,2023-06-08,Paid Search,Bronze,2023-06
29350,2023-04-09,Email,Bronze,2023-04
29351,2023-05-18,Organic,Bronze,2023-05
29352,2023-05-23,Email,Bronze,2023-05
29353,2023-10-23,Organic,Bronze,2023-10
29354,2023-11-25,Paid Social,Gold,2023-11
29355,2023-07-21,Paid Search,Bronze,2023-07
29356,2023-06-08,Paid Search,Bronze,2023-06
29357,2023-10-02,Paid Search,Bronze,2023-10
29358,2024-01-10,Organic,Silver,2024-01
29359,2023-11-26,Organic,Silver,2023-11
29360,2023-10-30,Organic,Bronze,2023-10
29361,2023-07-16,Organic,Bronze,2023-07
29362,2023-07-25,Paid Social,Silver,2023-07
29363,2024-07-17,Paid Social,Silver,2024-07
29364,2024-02-27,Email,Bronze,2024-02
29365,2023-04-05,Organic,Bronze,2023-04
29366,2023-04-28,Organic,Silver,2023-04
29367,2023-11-15,Paid Social,Bronze,2023-11
29368,2023-09-28,Organic,Silver,2023-09
29369,2023-07-04,Paid Search,Bronze,2023-07
29370,2023-02-01,Paid Social,Bronze,2023-02
29371,2024-07-13,Paid Social,Silver,2024-07
29372,2023-07-09,Paid Social,Bronze,2023-07
29373,2023-12-06,Organic,Bronze,2023-12
29374,2023-05-28,Paid Search,Silver,2023-05
29375,2023-09-07,Email,Bronze,2023-09
29376,2023-08-17,Organic,Bronze,2023-08
29377,2023-10-25,Paid Social,Bronze,2023-10
29378,2023-10-01,Organic,Bronze,2023-10
29379,2023-05-17,Organic,Silver,2023-05
29380,2024-03-02,Referral,Bronze,2024-03
29381,2023-04-13,Referral,Bronze,2023-04
29382,2023-11-28,Paid Social,Bronze,2023-11
29383,2024-08-23,Organic,Bronze,2024-08
29384,2023-10-29,Organic,Silver,2023-10
29385,2023-12-14,Referral,Silver,2023-12
29386,2024-06-27,Organic,Bronze,2024-06
29387,2023-11-29,Email,Silver,2023-11
29388,2024-02-24,Organic,Bronze,2024-02
29389,2023-11-16,Paid Search,Bronze,2023-11
29390,2024-07-10,Organic,Silver,2024-07
29391,2024-07-04,Email,Silver,2024-07
29392,2023-11-23,Paid Social,Bronze,2023-11
29393,2023-10-30,Referral,Bronze,2023-10
29394,2023-09-12,Referral,Bronze,2023-09
29395,2023-12-27,Organic,Silver,2023-12
29396,2023-12-11,Email,Bronze,2023-12
29397,2023-07-03,Organic,Bronze,2023-07
29398,2023-12-06,Organic,Gold,2023-12
29399,2023-08-02,Paid Social,Bronze,2023-08
29400,2024-01-23,Referral,Bronze,2024-01
29401,2023-11-24,Organic,Bronze,2023-11
29402,2023-03-04,Organic,Bronze,2023-03
29403,2024-03-25,Organic,Bronze,2024-03
29404,2023-05-20,Paid Social,Silver,2023-05
29405,2023-12-06,Paid Search,Gold,2023-12
29406,2023-12-17,Paid Social,Silver,2023-12
29407,2023-10-18,Paid Search,Silver,2023-10
29408,2023-12-01,Paid Search,Bronze,2023-12
29409,2024-03-23,Paid Social,Gold,2024-03
29410,2023-12-09,Paid Social,Bronze,2023-12
29411,2023-07-25,Paid Social,Bronze,2023-07
29412,2024-01-06,Paid Search,Bronze,2024-01
29413,2023-08-04,Paid Search,Gold,2023-08
29414,2024-01-31,Organic,Gold,2024-01
29415,2023-04-05,Organic,Bronze,2023-04
29416,2024-09-01,Paid Social,Bronze,2024-09
29417,2023-05-28,Paid Social,Bronze,2023-05
29418,2024-05-19,Paid Social,Bronze,2024-05
29419,2023-10-20,Paid Search,Bronze,2023-10
29420,2024-01-17,Paid Social,Gold,2024-01
29421,2023-06-23,Paid Social,Bronze,2023-06
29422,2024-04-29,Paid Social,Silver,2024-04
29423,2023-07-29,Organic,Bronze,2023-07
29424,2023-07-11,Organic,Silver,2023-07
29425,2023-10-16,Organic,Silver,2023-10
29426,2024-02-01,Referral,Bronze,2024-02
29427,2023-09-29,Email,Bronze,2023-09
29428,2024-01-06,Organic,Bronze,2024-01
29429,2023-06-14,Email,Silver,2023-06
29430,2024-03-05,Email,Bronze,2024-03
29431,2023-11-01,Paid Social,Bronze,2023-11
29432,2024-05-19,Organic,Gold,2024-05
29433,2023-08-26,Email,Silver,2023-08
29434,2023-05-19,Paid Social,Silver,2023-05
29435,2023-10-13,Paid Search,Bronze,2023-10
29436,2023-09-06,Organic,Bronze,2023-09
29437,2023-11-05,Referral,Bronze,2023-11
29438,2023-11-17,Paid Search,Bronze,2023-11
29439,2024-03-29,Email,Bronze,2024-03
29440,2023-08-14,Paid Social,Silver,2023-08
29441,2023-12-07,Paid Search,Bronze,2023-12
29442,2024-04-22,Referral,Bronze,2024-04
29443,2023-11-16,Paid Social,Bronze,2023-11
29444,2023-04-05,Organic,Bronze,2023-04
29445,2024-01-29,Paid Search,Bronze,2024-01
29446,2023-07-21,Paid Social,Silver,2023-07
29447,2023-02-13,Organic,Gold,2023-02
29448,2024-01-04,Paid Social,Bronze,2024-01
29449,2024-01-07,Paid Search,Bronze,2024-01
29450,2024-05-25,Organic,Gold,2024-05
29451,2023-09-24,Paid Social,Bronze,2023-09
29452,2024-04-07,Organic,Bronze,2024-04
29453,2023-05-12,Paid Search,Bronze,2023-05
29454,2023-08-29,Paid Search,Silver,2023-08
29455,2023-10-17,Organic,Bronze,2023-10
29456,2023-05-27,Email,Bronze,2023-05
29457,2023-04-20,Paid Social,Bronze,2023-04
29458,2024-01-19,Email,Bronze,2024-01
29459,2023-09-08,Paid Search,Bronze,2023-09
29460,2024-02-16,Organic,Bronze,2024-02
29461,2024-04-14,Paid Social,Bronze,2024-04
29462,2023-07-01,Paid Search,Gold,2023-07
29463,2024-03-11,Organic,Bronze,2024-03
29464,2024-01-22,Organic,Bronze,2024-01
29465,2024-02-08,Paid Social,Bronze,2024-02
29466,2023-04-30,Paid Search,Bronze,2023-04
29467,2023-10-09,Organic,Silver,2023-10
29468,2023-12-12,Organic,Silver,2023-12
29469,2024-05-21,Paid Social,Silver,2024-05
29470,2023-08-21,Paid Search,Silver,2023-08
29471,2024-06-20,Organic,Silver,2024-06
29472,2023-10-04,Paid Search,Silver,2023-10
29473,2023-07-23,Paid Search,Bronze,2023-07
29474,2024-03-12,Organic,Bronze,2024-03
29475,2024-02-03,Paid Social,Bronze,2024-02
29476,2023-10-13,Organic,Silver,2023-10
29477,2024-01-28,Paid Social,Bronze,2024-01
29478,2023-07-21,Organic,Bronze,2023-07
29479,2023-08-02,Organic,Bronze,2023-08
29480,2023-11-14,Referral,Bronze,2023-11
29481,2023-05-31,Organic,Silver,2023-05
29482,2023-12-28,Email,Bronze,2023-12
29483,2023-10-05,Paid Social,Bronze,2023-10
29484,2023-09-17,Paid Social,Silver,2023-09
29485,2023-12-19,Paid Search,Silver,2023-12
29486,2023-10-16,Organic,Silver,2023-10
29487,2024-04-02,Paid Social,Bronze,2024-04
29488,2024-02-11,Paid Social,Bronze,2024-02
29489,2023-03-26,Email,Silver,2023-03
29490,2024-03-28,Paid Search,Gold,2024-03
29491,2024-02-14,Referral,Bronze,2024-02
29492,2023-10-06,Organic,Bronze,2023-10
29493,2023-12-30,Paid Social,Bronze,2023-12
29494,2024-04-09,Paid Social,Bronze,2024-04
29495,2023-04-02,Email,Bronze,2023-04
29496,2023-08-26,Paid Search,Silver,2023-08
29497,2024-02-19,Paid Search,Bronze,2024-02
29498,2024-04-06,Paid Search,Silver,2024-04
29499,2023-04-12,Organic,Silver,2023-04
29500,2023-10-14,Paid Search,Bronze,2023-10
29501,2024-05-09,Organic,Silver,2024-05
29502,2024-03-30,Paid Social,Silver,2024-03
29503,2024-01-20,Organic,Silver,2024-01
29504,2023-07-14,Email,Bronze,2023-07
29505,2023-12-31,Organic,Bronze,2023-12
29506,2024-01-09,Paid Social,Silver,2024-01
29507,2023-09-10,Referral,Bronze,2023-09
29508,2023-11-07,Organic,Bronze,2023-11
29509,2023-06-12,Referral,Bronze,2023-06
29510,2023-08-01,Organic,Silver,2023-08
29511,2023-08-04,Paid Search,Silver,2023-08
29512,2023-01-17,Referral,Silver,2023-01
29513,2024-09-07,Email,Bronze,2024-09
29514,2024-04-17,Paid Social,Bronze,2024-04
29515,2023-12-02,Paid Search,Gold,2023-12
29516,2024-01-15,Paid Search,Silver,2024-01
29517,2023-08-12,Paid Search,Silver,2023-08
29518,2023-06-25,Paid Social,Gold,2023-06
29519,2023-03-24,Paid Social,Bronze,2023-03
29520,2023-12-14,Referral,Silver,2023-12
29521,2023-08-12,Paid Social,Silver,2023-08
29522,2024-03-19,Paid Search,Silver,2024-03
29523,2023-08-12,Paid Social,Bronze,2023-08
29524,2023-08-20,Paid Search,Bronze,2023-08
29525,2023-11-18,Organic,Bronze,2023-11
29526,2023-03-05,Paid Search,Bronze,2023-03
29527,2023-06-02,Paid Social,Bronze,2023-06
29528,2024-05-12,Organic,Bronze,2024-05
29529,2024-02-03,Organic,Bronze,2024-02
29530,2023-02-28,Email,Bronze,2023-02
29531,2023-07-01,Paid Social,Gold,2023-07
29532,2024-03-05,Paid Social,Bronze,2024-03
29533,2023-08-19,Paid Social,Silver,2023-08
29534,2024-03-15,Paid Search,Bronze,2024-03
29535,2023-07-14,Email,Bronze,2023-07
29536,2023-08-12,Organic,Bronze,2023-08
29537,2024-04-29,Referral,Gold,2024-04
29538,2023-12-10,Organic,Bronze,2023-12
29539,2023-09-16,Referral,Bronze,2023-09
29540,2024-02-25,Paid Search,Silver,2024-02
29541,2024-04-15,Paid Social,Bronze,2024-04
29542,2024-09-30,Organic,Bronze,2024-09
29543,2023-03-29,Referral,Bronze,2023-03
29544,2024-02-26,Paid Search,Silver,2024-02
29545,2023-09-23,Email,Silver,2023-09
29546,2023-05-22,Organic,Silver,2023-05
29547,2023-08-06,Paid Social,Bronze,2023-08
29548,2024-02-05,Organic,Silver,2024-02
29549,2023-03-23,Organic,Bronze,2023-03
29550,2024-02-03,Paid Social,Bronze,2024-02
29551,2023-04-02,Paid Social,Silver,2023-04
29552,2023-01-31,Organic,Bronze,2023-01
29553,2023-12-20,Email,Bronze,2023-12
29554,2023-09-22,Referral,Silver,2023-09
29555,2023-03-24,Email,Bronze,2023-03
29556,2024-01-26,Paid Social,Silver,2024-01
29557,2023-10-29,Paid Search,Silver,2023-10
29558,2023-05-09,Paid Social,Silver,2023-05
29559,2023-10-27,Paid Social,Bronze,2023-10
29560,2024-04-08,Paid Search,Gold,2024-04
29561,2023-06-12,Organic,Bronze,2023-06
29562,2024-05-24,Organic,Gold,2024-05
29563,2023-12-07,Organic,Silver,2023-12
29564,2023-09-05,Organic,Bronze,2023-09
29565,2024-05-07,Email,Silver,2024-05
29566,2023-12-14,Referral,Gold,2023-12
29567,2023-11-06,Paid Search,Silver,2023-11
29568,2024-01-31,Organic,Bronze,2024-01
29569,2023-05-05,Paid Search,Bronze,2023-05
29570,2023-07-29,Email,Bronze,2023-07
29571,2024-06-06,Paid Social,Silver,2024-06
29572,2024-08-17,Paid Social,Bronze,2024-08
29573,2023-03-06,Paid Social,Bronze,2023-03
29574,2024-03-26,Paid Search,Bronze,2024-03
29575,2024-01-26,Organic,Bronze,2024-01
29576,2023-09-27,Organic,Bronze,2023-09
29577,2024-04-10,Organic,Bronze,2024-04
29578,2023-08-26,Organic,Gold,2023-08
29579,2023-09-17,Paid Search,Bronze,2023-09
29580,2023-02-03,Email,Silver,2023-02
29581,2023-06-10,Organic,Gold,2023-06
29582,2023-12-02,Paid Social,Silver,2023-12
29583,2024-01-23,Email,Silver,2024-01
29584,2024-05-06,Paid Search,Bronze,2024-05
29585,2023-12-16,Organic,Bronze,2023-12
29586,2023-07-18,Organic,Bronze,2023-07
29587,2024-07-29,Paid Search,Gold,2024-07
29588,2024-04-16,Organic,Bronze,2024-04
29589,2024-01-09,Paid Social,Silver,2024-01
29590,2023-10-13,Referral,Gold,2023-10
29591,2024-06-07,Referral,Bronze,2024-06
29592,2023-08-08,Paid Search,Silver,2023-08
29593,2024-08-22,Organic,Silver,2024-08
29594,2024-01-26,Paid Search,Bronze,2024-01
29595,2023-09-05,Organic,Gold,2023-09
29596,2023-12-26,Paid Social,Bronze,2023-12
29597,2023-12-14,Paid Search,Bronze,2023-12
29598,2023-03-05,Referral,Gold,2023-03
29599,2023-02-15,Organic,Silver,2023-02
29600,2023-02-23,Referral,Gold,2023-02
29601,2024-05-21,Organic,Silver,2024-05
29602,2023-12-31,Organic,Gold,2023-12
29603,2023-03-28,Organic,Bronze,2023-03
29604,2023-01-26,Paid Social,Silver,2023-01
29605,2024-09-29,Organic,Bronze,2024-09
29606,2023-05-27,Organic,Silver,2023-05
29607,2023-03-09,Organic,Bronze,2023-03
29608,2023-08-15,Email,Silver,2023-08
29609,2023-06-13,Paid Social,Silver,2023-06
29610,2023-09-18,Organic,Bronze,2023-09
29611,2024-06-25,Paid Social,Bronze,2024-06
29612,2023-09-13,Email,Bronze,2023-09
29613,2024-02-23,Organic,Bronze,2024-02
29614,2023-04-16,Paid Social,Bronze,2023-04
29615,2024-04-20,Paid Social,Bronze,2024-04
29616,2024-04-05,Paid Search,Silver,2024-04
29617,2023-05-02,Referral,Bronze,2023-05
29618,2024-05-25,Paid Social,Gold,2024-05
29619,2023-09-26,Referral,Bronze,2023-09
29620,2024-03-04,Paid Social,Silver,2024-03
29621,2024-02-07,Paid Social,Bronze,2024-02
29622,2023-08-27,Email,Bronze,2023-08
29623,2023-08-31,Paid Search,Bronze,2023-08
29624,2023-05-11,Paid Social,Silver,2023-05
29625,2023-11-21,Paid Social,Bronze,2023-11
29626,2023-06-24,Paid Search,Silver,2023-06
29627,2023-06-19,Organic,Bronze,2023-06
29628,2023-11-29,Paid Social,Bronze,2023-11
29629,2023-12-09,Organic,Bronze,2023-12
29630,2024-05-23,Organic,Bronze,2024-05
29631,2023-06-09,Paid Social,Silver,2023-06
29632,2023-01-31,Email,Silver,2023-01
29633,2023-07-14,Organic,Bronze,2023-07
29634,2024-09-09,Email,Bronze,2024-09
29635,2023-08-24,Paid Social,Bronze,2023-08
29636,2023-05-24,Email,Bronze,2023-05
29637,2023-06-21,Organic,Bronze,2023-06
29638,2024-08-13,Paid Search,Silver,2024-08
29639,2024-03-04,Email,Bronze,2024-03
29640,2023-07-29,Organic,Bronze,2023-07
29641,2023-07-20,Email,Bronze,2023-07
29642,2023-07-16,Email,Silver,2023-07
29643,2024-03-23,Paid Social,Bronze,2024-03
29644,2023-08-19,Paid Social,Bronze,2023-08
29645,2024-09-01,Email,Silver,2024-09
29646,2023-07-01,Paid Social,Bronze,2023-07
29647,2023-04-25,Paid Search,Gold,2023-04
29648,2023-10-28,Organic,Bronze,2023-10
29649,2023-06-27,Organic,Bronze,2023-06
29650,2023-03-05,Organic,Silver,2023-03
29651,2023-01-27,Organic,Bronze,2023-01
29652,2023-07-30,Paid Social,Silver,2023-07
29653,2024-01-03,Email,Silver,2024-01
29654,2024-05-08,Paid Search,Bronze,2024-05
29655,2023-09-29,Organic,Silver,2023-09
29656,2023-08-25,Paid Social,Silver,2023-08
29657,2023-04-05,Organic,Bronze,2023-04
29658,2024-02-01,Email,Bronze,2024-02
29659,2023-02-04,Referral,Bronze,2023-02
29660,2024-01-11,Paid Social,Bronze,2024-01
29661,2023-07-30,Organic,Silver,2023-07
29662,2024-01-05,Paid Search,Silver,2024-01
29663,2023-05-25,Paid Search,Bronze,2023-05
29664,2023-02-12,Paid Social,Bronze,2023-02
29665,2023-08-17,Paid Social,Bronze,2023-08
29666,2023-06-26,Organic,Bronze,2023-06
29667,2023-08-21,Organic,Bronze,2023-08
29668,2024-02-21,Paid Search,Gold,2024-02
29669,2024-02-19,Paid Social,Bronze,2024-02
29670,2023-05-17,Referral,Gold,2023-05
29671,2023-08-02,Referral,Bronze,2023-08
29672,2023-11-22,Paid Social,Bronze,2023-11
29673,2023-05-01,Organic,Silver,2023-05
29674,2024-02-13,Organic,Silver,2024-02
29675,2023-07-15,Organic,Gold,2023-07
29676,2023-12-19,Organic,Gold,2023-12
29677,2023-03-19,Organic,Bronze,2023-03
29678,2024-02-02,Paid Social,Silver,2024-02
29679,2023-11-29,Organic,Bronze,2023-11
29680,2023-08-19,Email,Silver,2023-08
29681,2023-10-03,Organic,Bronze,2023-10
29682,2024-02-17,Referral,Silver,2024-02
29683,2023-11-16,Organic,Bronze,2023-11
29684,2023-06-11,Organic,Bronze,2023-06
29685,2023-08-30,Paid Search,Bronze,2023-08
29686,2023-07-11,Email,Gold,2023-07
29687,2024-02-17,Paid Social,Bronze,2024-02
29688,2023-05-25,Organic,Silver,2023-05
29689,2024-03-29,Email,Bronze,2024-03
29690,2023-04-17,Paid Social,Bronze,2023-04
29691,2024-02-03,Organic,Gold,2024-02
29692,2024-07-06,Paid Search,Bronze,2024-07
29693,2023-04-25,Organic,Bronze,2023-04
29694,2023-07-17,Paid Social,Bronze,2023-07
29695,2024-08-13,Email,Bronze,2024-08
29696,2024-07-30,Referral,Silver,2024-07
29697,2023-11-15,Organic,Silver,2023-11
29698,2023-05-17,Paid Search,Gold,2023-05
29699,2023-12-05,Referral,Bronze,2023-12
29700,2023-12-16,Organic,Silver,2023-12
29701,2023-07-27,Paid Social,Silver,2023-07
29702,2024-02-21,Paid Search,Silver,2024-02
29703,2023-06-12,Organic,Bronze,2023-06
29704,2024-03-14,Organic,Silver,2024-03
29705,2023-09-10,Organic,Bronze,2023-09
29706,2024-04-30,Paid Search,Bronze,2024-04
29707,2024-03-02,Paid Social,Bronze,2024-03
29708,2024-02-04,Email,Bronze,2024-02
29709,2023-10-23,Organic,Gold,2023-10
29710,2023-05-29,Organic,Bronze,2023-05
29711,2023-05-29,Email,Silver,2023-05
29712,2023-11-19,Organic,Bronze,2023-11
29713,2023-09-04,Paid Social,Bronze,2023-09
29714,2023-02-04,Email,Bronze,2023-02
29715,2024-01-16,Paid Search,Silver,2024-01
29716,2023-06-05,Paid Social,Bronze,2023-06
29717,2023-05-13,Organic,Silver,2023-05
29718,2023-11-09,Referral,Silver,2023-11
29719,2023-12-03,Organic,Gold,2023-12
29720,2024-09-01,Organic,Silver,2024-09
29721,2023-05-15,Organic,Bronze,2023-05
29722,2023-06-10,Paid Search,Bronze,2023-06
29723,2023-09-02,Paid Social,Silver,2023-09
29724,2023-10-06,Paid Social,Gold,2023-10
29725,2023-12-08,Organic,Bronze,2023-12
29726,2024-02-06,Paid Search,Gold,2024-02
29727,2023-09-03,Paid Social,Silver,2023-09
29728,2023-03-15,Paid Search,Bronze,2023-03
29729,2024-03-15,Email,Bronze,2024-03
29730,2024-01-17,Organic,Bronze,2024-01
29731,2024-07-19,Referral,Silver,2024-07
29732,2023-09-12,Paid Social,Bronze,2023-09
29733,2024-02-21,Organic,Bronze,2024-02
29734,2023-08-28,Organic,Bronze,2023-08
29735,2023-05-14,Email,Silver,2023-05
29736,2023-07-25,Email,Silver,2023-07
29737,2023-06-09,Organic,Bronze,2023-06
29738,2023-06-26,Organic,Silver,2023-06
29739,2023-02-22,Email,Silver,2023-02
29740,2023-07-10,Organic,Bronze,2023-07
29741,2023-02-13,Organic,Bronze,2023-02
29742,2023-07-07,Paid Social,Silver,2023-07
29743,2023-09-25,Paid Search,Bronze,2023-09
29744,2023-06-16,Email,Silver,2023-06
29745,2023-09-06,Paid Social,Bronze,2023-09
29746,2023-11-02,Organic,Gold,2023-11
29747,2023-06-06,Organic,Bronze,2023-06
29748,2023-01-24,Paid Social,Bronze,2023-01
29749,2023-06-17,Referral,Bronze,2023-06
29750,2023-06-26,Email,Gold,2023-06
29751,2023-06-14,Referral,Bronze,2023-06
29752,2023-05-04,Referral,Silver,2023-05
29753,2024-02-17,Email,Bronze,2024-02
29754,2023-03-26,Organic,Bronze,2023-03
29755,2023-05-12,Referral,Bronze,2023-05
29756,2023-09-03,Referral,Bronze,2023-09
29757,2024-01-23,Paid Social,Bronze,2024-01
29758,2023-07-12,Paid Search,Gold,2023-07
29759,2023-01-27,Paid Search,Bronze,2023-01
29760,2023-09-23,Referral,Bronze,2023-09
29761,2024-02-03,Organic,Bronze,2024-02
29762,2023-04-17,Referral,Bronze,2023-04
29763,2024-03-02,Paid Search,Bronze,2024-03
29764,2023-10-18,Paid Search,Silver,2023-10
29765,2024-07-25,Paid Search,Bronze,2024-07
29766,2024-03-16,Paid Search,Bronze,2024-03
29767,2023-04-02,Email,Gold,2023-04
29768,2023-06-30,Referral,Silver,2023-06
29769,2024-03-05,Organic,Bronze,2024-03
29770,2023-04-01,Organic,Gold,2023-04
29771,2023-09-23,Paid Search,Gold,2023-09
29772,2023-05-28,Organic,Bronze,2023-05
29773,2023-12-27,Paid Social,Bronze,2023-12
29774,2023-09-24,Referral,Silver,2023-09
29775,2023-08-22,Paid Social,Silver,2023-08
29776,2023-08-14,Paid Search,Bronze,2023-08
29777,2023-12-14,Paid Search,Bronze,2023-12
29778,2024-05-03,Paid Social,Silver,2024-05
29779,2023-10-05,Email,Bronze,2023-10
29780,2023-07-02,Organic,Silver,2023-07
29781,2023-06-03,Paid Social,Bronze,2023-06
29782,2024-05-01,Referral,Bronze,2024-05
29783,2024-03-31,Organic,Silver,2024-03
29784,2023-10-31,Referral,Bronze,2023-10
29785,2023-10-23,Organic,Bronze,2023-10
29786,2024-09-10,Referral,Gold,2024-09
29787,2024-02-18,Paid Social,Bronze,2024-02
29788,2023-05-12,Paid Search,Silver,2023-05
29789,2024-01-09,Paid Search,Silver,2024-01
29790,2023-10-11,Organic,Bronze,2023-10
29791,2023-03-16,Paid Social,Bronze,2023-03
29792,2024-10-23,Paid Social,Bronze,2024-10
29793,2024-05-17,Paid Social,Silver,2024-05
29794,2024-03-30,Paid Social,Silver,2024-03
29795,2023-12-10,Paid Social,Bronze,2023-12
29796,2023-06-18,Paid Social,Gold,2023-06
29797,2023-09-14,Organic,Silver,2023-09
29798,2023-11-01,Email,Bronze,2023-11
29799,2024-08-08,Paid Search,Bronze,2024-08
29800,2023-09-01,Organic,Silver,2023-09
29801,2024-02-02,Email,Gold,2024-02
29802,2023-10-02,Paid Social,Silver,2023-10
29803,2023-02-08,Paid Social,Bronze,2023-02
29804,2023-07-06,Paid Search,Bronze,2023-07
29805,2023-08-29,Organic,Silver,2023-08
29806,2023-12-27,Organic,Gold,2023-12
29807,2023-11-08,Paid Search,Bronze,2023-11
29808,2023-08-24,Organic,Bronze,2023-08
29809,2023-09-22,Paid Social,Bronze,2023-09
29810,2024-02-24,Referral,Silver,2024-02
29811,2023-02-21,Organic,Silver,2023-02
29812,2023-02-17,Paid Social,Silver,2023-02
29813,2023-07-08,Organic,Gold,2023-07
29814,2023-08-27,Referral,Silver,2023-08
29815,2023-08-15,Organic,Bronze,2023-08
29816,2023-06-29,Paid Social,Bronze,2023-06
29817,2023-03-24,Email,Gold,2023-03
29818,2023-02-09,Paid Social,Bronze,2023-02
29819,2024-06-29,Organic,Bronze,2024-06
29820,2023-06-03,Paid Search,Bronze,2023-06
29821,2024-06-02,Email,Silver,2024-06
29822,2023-10-19,Referral,Gold,2023-10
29823,2024-11-20,Paid Search,Gold,2024-11
29824,2024-01-12,Paid Social,Bronze,2024-01
29825,2023-08-08,Referral,Silver,2023-08
29826,2023-06-21,Referral,Bronze,2023-06
29827,2023-11-22,Paid Social,Bronze,2023-11
29828,2023-08-07,Referral,Silver,2023-08
29829,2023-10-09,Paid Search,Silver,2023-10
29830,2024-01-09,Paid Social,Gold,2024-01
29831,2023-10-26,Organic,Bronze,2023-10
29832,2024-02-21,Paid Social,Silver,2024-02
29833,2023-02-25,Paid Social,Bronze,2023-02
29834,2023-09-07,Paid Search,Bronze,2023-09
29835,2023-07-15,Paid Social,Bronze,2023-07
29836,2023-03-01,Organic,Gold,2023-03
29837,2023-06-29,Paid Search,Bronze,2023-06
29838,2023-10-06,Organic,Bronze,2023-10
29839,2023-12-31,Organic,Silver,2023-12
